-50.551, -35.277, 60.546
-48.564, -35.505, 60.64
-46.574, -35.698, 60.747
-44.58, -35.853, 61.002
-42.584, -35.977, 61.152
-40.586, -36.068, 61.5
-38.587, -36.136, 61.922
-36.587, -36.182, 62.165
-34.588, -36.215, 62.723
-32.588, -36.241, 62.605
-30.588, -36.27, 61.794
-28.589, -36.313, 60.815
-26.59, -36.384, 59.635
-24.593, -36.501, 58.219
-22.602, -36.685, 56.543
-20.622, -36.964, 54.605
-18.663, -37.367, 52.451
-16.748, -37.94, 49.128
-14.903, -38.707, 47.221
-13.173, -39.708, 45.639
-11.591, -40.929, 45.912
-12.322, -39.578, 63
-13.351, -37.863, 63
-14.38, -36.148, 63
-15.409, -34.433, 63
-16.438, -32.718, 63
-17.467, -31.003, 63
-18.496, -29.288, 63
-19.525, -27.573, 63
-20.554, -25.858, 63
-21.583, -24.143, 63
-21.976, -25.077, 63
-22.113, -27.072, 63
-22.251, -29.067, 63
-22.388, -31.062, 63
-22.526, -33.058, 63
-22.664, -35.053, 63
-22.801, -37.048, 63
-22.939, -39.043, 63
-23.571, -40.54, 63
-25.567, -40.661, 63
-27.564, -40.782, 63
-29.56, -40.903, 63
-31.556, -41.024, 63
-33.553, -41.145, 63
-35.549, -41.266, 63
-37.545, -41.387, 63
-39.542, -41.508, 63
-41.538, -41.629, 63
-43.534, -41.75, 63
-45.531, -41.871, 63
-47.527, -41.992, 63
-49.523, -42.113, 63
-51.52, -42.234, 63
-53.516, -42.355, 63
-55.512, -42.476, 63
-57.509, -42.597, 63
-59.505, -42.718, 63
-61.302, -42.851, 63
-59.336, -43.221, 63
-57.37, -43.59, 63
-55.405, -43.96, 63
-53.439, -44.329, 63
-51.474, -44.698, 63
-49.508, -45.068, 63
-47.543, -45.437, 63
-45.577, -45.807, 63
-43.611, -46.176, 63
-41.646, -46.546, 63
-39.68, -46.915, 63
-37.715, -47.285, 63
-35.749, -47.654, 63
-33.783, -48.024, 63
-31.818, -48.393, 63
-29.852, -48.763, 63
-27.887, -49.132, 63
-25.921, -49.502, 63
-23.956, -49.871, 63
-21.99, -50.241, 63
-20.024, -50.61, 63
-18.059, -50.979, 63
-16.093, -51.349, 63
-14.128, -51.718, 63
-12.162, -52.088, 63
-10.197, -52.457, 63
-11.478, -52.926, 63
-13.418, -53.414, 63
-15.357, -53.902, 63
-17.296, -54.39, 63
-19.236, -54.879, 63
-21.175, -55.367, 63
-23.115, -55.855, 63
-25.054, -56.343, 63
-26.994, -56.832, 63
-28.933, -57.32, 63
-30.873, -57.808, 63
-32.812, -58.296, 63
-34.752, -58.785, 63
-36.691, -59.273, 63
-38.631, -59.761, 63
-40.57, -60.25, 63
-42.51, -60.738, 63
-44.449, -61.226, 63
-46.389, -61.714, 63
-48.328, -62.203, 63
-50.268, -62.691, 62.697
-52.207, -63.179, 58.506
-54.147, -63.667, 53.99
-56.086, -64.156, 49.061
-58.026, -64.644, 43.577
-59.965, -65.132, 37.295
-61.905, -65.62, 29.714
-63.844, -66.109, 19.363
-65.276, -66.469, 0
-65.276, -66.469, 0
-84.67, -71.352, 0
endData
127
63
200
-50.551, -35.277, -32.146, -37.601, -19.165, -33.92, -11.415, -41.089
-11.415, -41.089, -16.646, -32.37, -16.646, -32.37, -21.877, -23.652
